iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
3618	0.361	129	-1.776944985164145	-7.108913266386537	0.8902008552546796	7ME8_B	7.8	7.743	0.241	7.8	42.646	6.993	8.038	1
3619	0.999	7	-1.776944985164145	-7.108913266386537	0.8909826767798246	3E8K_G	9.0	5.338	0.02	4.6	16.699	3.49	7.498	0
3620	0.995	5	-1.776944985164145	-7.108913266386537	0.8917629658601265	3GI1_B	7.4	5.967	0.042	4.0	12.378	3.975	8.048	1
3621	0.71	6	-1.7769449851641967	-7.108913266387116	0.8925416965887751	7BIG_B	7.0	6.671	0.044	7.0	16.5	3.991	8.498	1
3622	0.663	2	-1.7770150139380778	-7.10958281183702	0.892256826374956	6JOW_D	8.5	7.433	0.092	8.5	7.988	5.463	8.518	1
3623	0.495	3	-1.7770150139380778	-7.10958281183702	0.8930345596359601	5D1X_E	8.0	7.05	0.076	8.0	35.247	5.383	8.008	1
3624	0.988	1	-1.7770150139380778	-7.10958281183702	0.8938107418173735	4NSS_B	7.7	7.55	0.131	8.3	33.256	5.153	8.438	1
3625	0.898	10	-1.776993764480379	-7.109499768189789	0.8949559728518622	1RJN_C	7.9	7.609	0.118	8.0	18.018	6.483	8.539	1
3626	0.998	9	-1.776992176564964	-7.109493093897378	0.8957555674492618	4Z4J_A	5.6	6.65	0.108	6.5	7.123	4.237	9.144	1
3627	0.443	8	-1.7769921765649757	-7.109493093897508	0.8965262906784393	1KZ6_E	5.0	5.5	0.812	5.0	35.077	4.983	7.098	1
3628	0.962	937	-1.77695396411923	-7.109227006795242	0.8978499102286821	4DEG_A	7.8	7.028	0.264	7.5	1.562	4.99	8.661	1
3629	0.746	7	-1.7769539641237457	-7.109227006844883	0.8986164666512437	4XFT_B	6.5	6.738	0.039	7.0	15.135	4.497	7.998	1
3630	0.998	3	-1.7769539641237457	-7.109227006844883	0.8993814569535955	4I2U_A	9.0	6.35	0.222	5.6	17.611	5.583	7.878	0
3631	0.986	1	-1.7769539641237457	-7.109227006844883	0.9001449484687669	6SLC_CCC	6.2	7.15	0.15	7.5	31.967	5.153	8.438	1
3632	0.197	4	-1.7769539641237457	-7.109227006844883	0.90090689538789	4Z3Y_H	8.5	8.16	0.035	8.5	56.281	5.933	8.508	1
3633	0.999	28	-1.7769539641237457	-7.109227006844883	0.9016673379080099	1YDE_P	6.5	7.152	0.01	7.0	39.812	6.631	9.49	0
3634	0.99	1	-1.7769539641237457	-7.109227006844883	0.9024262501459479	6WPX_B	8.0	5.9	0.122	5.0	26.732	4.983	8.438	1
3635	0.329	2	-1.7769539641237457	-7.109227006844883	0.903183632009905	5OGE_H	5.0	5.6	0.067	5.0	46.378	4.983	8.128	1
3636	0.597	19	-1.776874507854536	-7.108517528377771	0.9051330198555281	2VD1_D	8.4	8.125	0.009	8.4	27.174	7.483	8.508	1
3637	0.243	3	-1.776874507854536	-7.108517528377771	0.9058850073445922	4E8W_B	7.5	7.325	0.072	7.5	50.946	5.713	7.878	1
3638	1.0	0	-1.776874507854536	-7.108517528377771	0.9058850073445922	7B0K_A	6.4	6.8	0.311	6.8	0.311	4.693	8.908	1
3639	0.156	30	-1.7768277229506453	-7.10829743539861	0.9073948101846705	1IEQ_A	7.0	6.961	0.053	7.0	58.108	6.413	7.038	1
3640	0.913	35	-1.7768278020508566	-7.108297689991473	0.908140852102069	4B11_C	6.25	6.531	0.06	6.0	28.809	5.503	7.928	1
3641	0.954	211	-1.7768173332153963	-7.108254388084769	0.909058592298656	6FUI_A	7.5	6.496	1.228	7.5	2.374	4.205	8.684	1
3642	0.999	2	-1.7768173332153963	-7.108254388084769	0.9098026812865381	4D5S_B	9.5	7.033	0.102	6.8	23.053	5.463	8.127	0
3643	1.0	0	-1.7768173332153963	-7.108254388084769	0.9098026812865381	3IBT_A	7.8	6.8	0.311	6.8	0.311	4.693	8.908	1
3644	0.991	1	-1.7768173314658102	-7.108254377464018	0.9105453479925566	3GG9_D	5.5	5.8	0.115	4.8	1.75	4.608	8.438	1
3645	0.998	1	-1.7768173314658102	-7.108254377464018	0.9112864671395839	4M9V_F	4.2	5.7	0.108	4.6	29.862	4.589	8.438	0
3646	0.989	14	-1.776819905199899	-7.1082708923337785	0.9119919533519646	3MST_A	4.33	7.033	0.381	6.92	0.39	4.321	9.791	1
3647	0.993	2	-1.776819905199899	-7.1082708923337785	0.9127302163494487	1Z7A_H	5.6	6.767	0.188	6.5	10.379	5.463	8.128	1
3648	0.987	7	-1.7766374269300054	-7.107413843771664	0.9164070674157767	5LP0_D	7.0	7.463	0.44	7.5	5.715	6.143	8.498	1
3649	0.333	140	-1.7766323209255561	-7.107386638588966	0.9172161392157283	6YVE_AAA	6.7	6.801	3.792	6.7	45.607	5.978	8.438	1
3650	0.976	132	-1.7766699776845412	-7.107638842527945	0.917407791304788	6Z1M_C	5.6	6.816	0.389	7.0	0.876	4.992	8.518	1
3651	0.981	670	-1.7766281186726152	-7.107396565090571	0.9187704293533953	5J9Y_A	7.15	6.904	0.334	7.5	6.402	4.68	8.601	1
3652	0.983	347	-1.776628161209604	-7.107396997070963	0.9194944830274813	4PIJ_B	4.5	6.764	0.197	7.5	6.817	4.478	8.512	1
3653	0.963	222	-1.7766671775775789	-7.107573785605325	0.9195432284099946	7DP5_A	7.5	7.152	0.289	8.0	0.932	4.496	8.979	1
3654	0.566	11	-1.776745154209268	-7.107829846082295	0.9188395893882125	1ME9_A	7.5	7.267	0.15	7.5	28.488	6.233	8.32	1
3655	0.873	7	-1.776745154209268	-7.107829846082295	0.9195641470254968	5VKF_D	8.5	7.263	0.036	7.9	17.17	5.493	8.498	0
3656	0.907	30	-1.7769349767633562	-7.1089000438195065	0.9173278808652059	6VKX_C	7.5	6.294	0.118	7.5	4.304	4.49	8.516	1
3657	0.743	3	-1.7769349767633562	-7.1089000438195065	0.9180554786322507	2XOL_B	7.5	7.675	0.062	9.5	16.957	5.713	9.5	1
3658	0.723	10	-1.7768913114436076	-7.108694880823726	0.9194810616691086	3AZ9_X	6.0	5.664	0.185	6.0	18.392	4.002	8.993	1
3659	1.0	0	-1.7768913114436076	-7.108694880823726	0.9194810616691086	7KAB_C	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
3660	0.86	439	-1.7769291828240754	-7.109024989694687	0.919648217371369	3QRM_B	5.5	5.731	0.01	5.5	6.687	4.403	7.49	1
3661	0.83	5	-1.7769291828240754	-7.109024989694687	0.9203711678408143	4RD9_B	5.6	6.35	0.049	6.5	33.134	5.593	7.468	1
3662	0.739	3	-1.776838430536408	-7.108704855540767	0.9226961954255745	4MCO_C	7.5	6.763	0.36	7.5	17.167	5.363	7.898	1
3663	1.0	172	-1.776838430536408	-7.108704855540767	0.9234130262703776	6GMI_A	9.0	5.085	0.017	4.0	15.191	1.999	8.491	0
3664	0.96	3	-1.7769876150745034	-7.109133042520567	0.9212001933329834	4GAK_A	6.0	6.45	0.43	6.38	0.432	4.895	8.108	1
3665	0.943	270	-1.7769135074619122	-7.108895923925348	0.9233124634375502	2HRQ_F	5.5	6.651	0.319	5.5	2.332	5.328	8.486	1
3666	1.0	0	-1.7769135074619122	-7.108895923925348	0.9233124634375502	6ZVZ_D	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
3667	0.51	191	-1.7769038350482216	-7.108846042768298	0.9241804755198512	2INE_A	5.0	5.943	0.259	5.0	32.942	4.986	8.951	1
3668	0.999	11	-1.7769038350482216	-7.108846042768298	0.9248943489330607	3ZRE_A	5.0	6.433	0.025	7.5	11.92	4.188	7.518	1
3669	0.493	1	-1.7769038350482216	-7.108846042768298	0.9256067970512553	4JSV_D	8.5	7.65	0.125	8.5	34.274	5.153	8.508	1
3670	0.355	3	-1.7778098717482465	-7.115342828431091	0.9128667528072797	6DWV_D	5.0	5.45	0.045	5.0	34.912	4.923	7.878	1
3671	1.0	37	-1.7778098717482465	-7.115342828431091	0.9136032625831042	4CKZ_B	5.4	7.668	0.093	7.5	33.373	6.493	8.536	0
3672	0.723	3	-1.7778571459445756	-7.115500504545934	0.9134736868376839	5XVM_B	8.5	7.825	0.375	8.5	16.43	5.713	8.867	1
3673	0.324	2	-1.7778571459445756	-7.115500504545934	0.9142089929927838	6BWR_B	7.5	7.267	0.097	7.5	46.4	5.463	8.128	1
3674	0.999	8	-1.7778567870439375	-7.115497576455955	0.9149481640675962	3S9F_A	8.5	7.2	0.033	8.2	2.142	5.433	8.708	1
3675	0.939	62	-1.7780799624637529	-7.117145694755562	0.9123421359905803	1QMV_J	7.5	6.711	0.291	8.5	3.813	4.173	8.498	1
3676	0.94	321	-1.7780927516874274	-7.117237931184015	0.9128860646810208	4MS8_D	8.0	6.832	0.001	7.0	5.015	4.983	8.508	1
3677	1.0	0	-1.7780927516874274	-7.117237931184015	0.9128860646810208	6V6A_D	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
3678	1.0	0	-1.7780927516874274	-7.117237931184015	0.9128860646810208	7F9X_A	4.5	6.8	0.311	6.8	0.311	4.693	8.908	0
3679	0.994	723	-1.7780715774835356	-7.117091290120005	0.9139432408394428	4NC2_B	6.7	6.653	0.049	7.5	2.062	4.364	8.55	1
3680	0.499	9	-1.7780715774835354	-7.117091290120004	0.9146775911738304	6FIY_B	8.5	7.11	0.03	8.5	33.373	4.14	8.508	1
3681	1.0	0	-1.7780715774835354	-7.117091290120004	0.9146775911738304	3M3G_A	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
3682	0.996	4	-1.7780715774835354	-7.117091290120004	0.9154104829052367	6MSQ_B	8.0	4.78	0.018	4.03	2.304	3.888	7.658	0
3683	1.0	0	-1.7780715774835354	-7.117091290120004	0.9154104829052367	2V94_B	4.2	6.8	0.311	6.8	0.311	4.693	8.908	0
3684	0.784	13	-1.7780715774835354	-7.117091290120004	0.9161419182503219	6XRV_F	6.5	6.964	0.022	6.5	14.691	4.49	8.498	1
3685	0.77	60	-1.778071780056709	-7.117093360768342	0.9168688997433606	3WIY_F	6.5	7.333	0.005	8.0	18.946	6.483	8.78	1
3686	0.116	16	-1.778071780056709	-7.117093360768343	0.9175974144218793	6IVM_E	6.0	5.988	8.837	6.0	58.229	5.003	6.008	1
3687	0.689	12	-1.7795523464147336	-7.128628429056858	0.896186154908077	4W9U_D	7.5	6.846	0.039	7.5	3.83	4.515	8.488	1
3688	0.486	1	-1.7795523464147336	-7.128628429056858	0.8969560370321223	3U2H_A	7.4	7.1	0.151	7.4	34.1	5.153	8.438	1
3689	0.941	406	-1.7797959360159792	-7.130369596093744	0.8939786026264445	3T3C_B	6.0	5.741	0.17	5.5	1.051	4.452	7.448	1
3690	1.0	0	-1.7797959360159792	-7.130369596093744	0.8939786026264445	5CCB_N	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
3691	0.995	3	-1.7797959360140054	-7.13036959608566	0.8947528923688592	4ZV5_B	8.0	7.825	0.057	8.5	16.514	5.053	10.802	1
3692	0.98	439	-1.7797942773075341	-7.13036825343733	0.8955534932297169	1FQX_B	5.8	5.73	0.013	5.5	6.97	4.402	7.492	1
3693	0.99	2	-1.7797935305436485	-7.1303656082625535	0.8963382075451681	2YYS_B	7.2	5.6	0.329	5.02	0.553	4.205	8.128	1
3694	0.996	4	-1.779784372410912	-7.130330182996784	0.8972680284634442	1LP8_A	8.0	6.16	0.464	4.5	13.973	4.491	7.688	0
3695	0.691	117	-1.7797953874559203	-7.130388839520028	0.8978603584919745	3IXB_B	8.7	7.308	0.019	8.7	21.354	4.809	8.713	1
3696	0.922	114	-1.7798498170227348	-7.130734869055142	0.8977738837747938	1TN5_B	4.0	5.256	0.085	5.6	25.197	3.5	7.201	1
3697	0.971	1401	-1.7799791194162158	-7.13164686510196	0.8965551783106366	6H3U_M	8.0	6.762	0.134	7.5	0.853	4.266	8.816	1
3698	0.941	34	-1.7799755325754063	-7.131632399079462	0.8973861114127062	1T5X_D	5.4	6.603	0.05	7.0	11.457	4.589	8.768	1
3699	1.0	0	-1.7799755325754063	-7.131632399079462	0.8973861114127062	6R0X_F	6.2	6.8	0.311	6.8	0.311	4.693	8.908	1
3700	0.147	26	-1.7799712710934381	-7.131608690917977	0.898221117909516	2ZEV_B	7.5	7.356	0.017	7.5	59.891	6.303	7.508	1
3701	0.999	9	-1.7799712710934381	-7.131608690917977	0.898986910052295	7BBM_A	8.6	7.41	0.028	8.0	31.978	5.993	8.298	0
3702	0.966	1641	-1.7800057546440722	-7.131855046688547	0.899231744159395	6PXG_L	8.0	6.763	0.122	7.5	2.107	4.265	8.813	1
3703	0.828	54	-1.780065464370116	-7.132256322958078	0.8990739465358278	4N6S_B	7.0	7.015	0.998	7.0	10.152	4.988	8.521	1
3704	0.992	3	-1.780065464370116	-7.132256322958078	0.8998380549536518	4OF3_B	6.5	7.325	0.072	7.0	30.256	5.713	8.508	1
3705	0.447	30	-1.780064172587495	-7.13225091328267	0.9006222972341246	4N95_B	6.5	6.306	0.044	6.5	39.037	4.824	7.458	1
3706	1.0	0	-1.780064172587495	-7.13225091328267	0.9006222972341246	6QPJ_A	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
3707	0.246	7	-1.780064172587495	-7.13225091328267	0.9013833078392984	6D6O_D	7.3	7.025	0.038	7.3	53.095	5.593	7.308	1
3708	0.929	63	-1.7799471584836126	-7.1316916101115675	0.9040631043419808	6ZI4_M	6.8	7.555	0.59	6.0	5.474	5.993	8.517	1
3709	0.992	3	-1.7799471584836126	-7.1316916101115675	0.9048172347944484	4PH0_F	7.0	6.925	0.077	5.0	13.82	4.983	8.508	1
3710	0.866	14	-1.7799471584836126	-7.1316916101115675	0.9055698371409202	7L0E_B	8.5	7.787	0.015	9.5	23.445	5.983	9.499	1
3711	0.998	5	-1.7799471584836126	-7.1316916101115675	0.9063209318308875	4MS3_B	5.0	6.583	0.051	7.0	35.179	5.193	7.468	0
3712	0.821	27	-1.7799471584836166	-7.131691610111613	0.907070492286751	1R0H_A	4.0	5.314	0.006	4.0	11.027	3.989	7.118	1
3713	0.611	95	-1.779979813688394	-7.131822518368929	0.9072571299177729	7KZ2_F	7.4	7.669	0.143	7.4	25.647	5.693	10.007	1
3714	0.955	4	-1.7799537488943522	-7.131726066188352	0.908463583626586	3QHA_B	7.0	7.36	0.698	7.49	0.724	5.923	8.358	1
3715	0.995	26	-1.7799232897342816	-7.1316301273286395	0.9097867251185382	6JM8_A	4.7	6.619	0.367	4.5	2.605	4.491	8.275	1
3716	0.994	4	-1.7799232897342816	-7.1316301273286395	0.9105294083294527	3GIO_B	7.0	6.16	0.055	4.0	27.734	3.99	8.498	1
3717	0.99	11	-1.779794415875199	-7.130922257286047	0.9133135417644592	6AG8_C	8.0	6.6	0.177	5.6	5.931	4.202	7.838	0
3718	0.534	12	-1.7797484777795245	-7.130755779903071	0.9148612627170257	4LY0_B	7.0	6.6	0.053	7.0	32.641	4.973	8.338	1
3719	0.899	45	-1.7798294629894864	-7.131359142170072	0.9143779963927351	5CLG_B	5.4	7.526	0.222	8.3	16.512	5.39	8.498	1
3720	0.492	3	-1.7798294629894864	-7.131359142170072	0.9151114967108452	6CI5_A	6.5	6.6	17.738	6.5	35.21	5.713	7.878	1
3721	0.66	2	-1.7798294629894864	-7.131359142170072	0.9158435206311776	1OHD_A	8.0	6.933	0.103	8.0	23.57	5.463	8.128	1
3722	1.0	0	-1.7798294629894864	-7.131359142170072	0.9158435206311776	3DWD_B	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
3723	0.486	1	-1.7798294629895497	-7.131359142170784	0.9165740871177559	2VVE_B	7.5	7.15	0.15	7.5	28.955	5.153	8.438	1
3724	0.844	10	-1.7802035990369047	-7.133343464074347	0.911448591043381	4H6C_L	4.2	5.473	0.179	4.2	6.855	4.028	7.518	1
3725	0.976	91	-1.7801680901320722	-7.13314661111802	0.9127345129955702	6RB5_B	6.8	7.36	0.366	7.5	8.386	5.382	8.524	1
3726	0.491	75	-1.7802215321923909	-7.133554843769128	0.9126677800202009	3LP7_B	8.5	7.603	0.003	8.5	21.728	4.991	8.51	1
3727	0.987	1	-1.7802215321923909	-7.133554843769128	0.9134046969381665	4BQL_D	6.0	5.5	0.093	4.2	35.446	4.191	8.438	1
3728	0.903	27	-1.7802791830268834	-7.133705782818229	0.9130286235874865	6Y12_A	7.5	7.921	0.321	8.5	24.856	6.673	8.508	1
3729	1.0	0	-1.7802791830268834	-7.133705782818229	0.9130286235874865	4H0O_B	6.6	6.8	0.311	6.8	0.311	4.693	8.908	1
3730	0.26	22	-1.780285577339533	-7.133779087226374	0.9136700681788751	2P2Z_B	8.3	7.622	0.011	8.3	39.541	4.793	8.308	1
3731	0.937	15	-1.7802855773648534	-7.133779087502525	0.9144049644834265	1NK1_B	8.5	7.519	0.521	7.5	23.421	5.993	8.488	0
3732	1.0	0	-1.7802855773648534	-7.133779087502525	0.9144049644834265	5TV7_B	8.3	6.8	0.311	6.8	0.311	4.693	8.908	1
3733	0.874	76	-1.7810011740588303	-7.137155551381934	0.9036102986216703	1BFF_A	7.5	7.252	0.768	4.2	2.369	4.929	8.082	1
3734	0.998	1	-1.7810011740588303	-7.137155551381934	0.9043652841969063	1WVH_A	9.5	5.4	0.086	4.0	10.374	3.968	8.437	0
3735	0.686	15	-1.7810011740588303	-7.137155551381934	0.905118810289664	3ZJR_A	7.0	7.094	0.019	7.5	39.285	4.201	7.508	1
3736	0.82	139	-1.7811191177188288	-7.138123075247803	0.9040886768704904	7B8R_F	6.5	6.634	0.016	6.5	8.446	4.577	8.498	1
3737	0.993	3	-1.7811191177188288	-7.138123075247803	0.9048427530455248	7JND_A	7.5	6.7	0.078	7.0	35.732	5.713	7.878	1
3738	0.499	11	-1.7811191177188288	-7.138123075247803	0.9055952907750879	7F1B_A	9.0	8.483	0.342	9.0	34.934	6.983	8.999	0
3739	1.0	0	-1.7811191177188288	-7.138123075247803	0.9055952907750879	5X1H_W	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
3740	0.928	13	-1.7812062425641573	-7.138909275836254	0.9050368534586395	5A5G_B	6.5	7.336	0.077	7.5	4.0	5.983	7.768	1
3741	0.996	2	-1.7812062425641573	-7.138909275836254	0.9057890141159713	4AFX_B	5.0	6.167	0.092	4.5	23.265	4.491	8.128	1
3742	1.0	0	-1.7812062425641573	-7.138909275836254	0.9057890141159713	1VKC_B	5.9	6.8	0.311	6.8	0.311	4.693	8.908	1
3743	0.04	418	-1.781220319988498	-7.138994177222529	0.9063215470925419	5P19_A	4.6	4.649	0.023	4.6	68.713	4.587	4.608	1
3744	0.658	2	-1.781220319988498	-7.138994177222529	0.9070711575271321	7DL7_H	7.5	7.1	0.101	7.5	23.95	5.463	8.128	1
3745	0.94	59	-1.7812036514215595	-7.139003037333872	0.9081120896415801	3KIN_D	7.5	6.532	0.789	7.5	1.798	5.009	8.248	1
3746	1.0	0	-1.7812036514215595	-7.139003037333872	0.9081120896415801	4OLP_D	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
3747	0.281	6	-1.7812036514215595	-7.139003037333872	0.9088581221234485	4MES_B	7.0	6.829	0.044	7.0	51.101	5.983	7.288	1
3748	0.875	7	-1.7812567715276566	-7.1395115824946425	0.9088128238821382	4Y4M_H	9.5	7.6	0.367	9.5	2.688	5.853	9.501	1
3749	1.0	0	-1.7812567715276566	-7.1395115824946425	0.9088128238821382	1QR4_B	4.75	6.8	0.311	6.8	0.311	4.693	8.908	1
3750	0.662	71	-1.781303194827719	-7.1398666459971425	0.9088495275755691	4AJK_D	7.0	7.117	0.062	7.0	18.229	5.937	8.445	1
3751	0.984	1	-1.781303194827719	-7.1398666459971425	0.9095940851815696	1CZ3_B	7.0	7.65	0.125	8.5	35.465	5.153	8.508	1
3752	0.742	3	-1.7813031948527387	-7.139866646271616	0.9103371532997003	4OF6_B	7.0	7.2	0.074	8.5	17.58	5.713	8.498	1
3753	0.832	11	-1.7813031948527382	-7.139866646271611	0.9110787241555747	5C23_B	5.5	6.092	0.022	5.5	11.631	4.3	7.508	1
3754	1.0	0	-1.7813031948527382	-7.139866646271611	0.9110787241555747	6E3J_B	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
3755	0.656	2	-1.781303194856031	-7.13986664630809	0.9118188233194598	6NLQ_D	7.0	7.433	0.092	8.5	18.295	5.463	8.508	1
3756	0.996	1	-1.781303194856031	-7.13986664630809	0.9125574089084753	2O1M_B	9.0	7.15	0.15	7.5	8.623	5.153	8.438	0
3757	0.398	4	-1.7813031948566873	-7.1398666463153955	0.9132945284451638	1W88_J	5.0	5.46	0.036	5.0	38.503	4.983	7.658	1
3758	0.991	1	-1.7813031948566873	-7.1398666463153955	0.9140301845507406	4JJ0_B	5.5	7.9	0.108	9.0	35.452	5.153	8.999	1
3759	0.249	11	-1.7813031948566873	-7.1398666463153955	0.9147643609976999	4H2R_B	8.5	8.308	0.013	8.5	52.252	7.123	8.508	1
3760	0.885	84	-1.7813140759450974	-7.139961106409258	0.9153329172838629	6K3Q_B	7.9	6.815	0.033	6.0	15.55	5.493	8.488	1
3761	0.878	32	-1.7813045209345595	-7.139924403077726	0.9162288916045542	6NZR_B	6.5	7.764	0.384	7.5	12.827	6.493	8.73	1
3762	0.996	2	-1.7813045209345595	-7.139924403077726	0.9169586706374059	1FQK_D	8.5	7.933	0.07	9.0	23.536	5.463	8.999	1
3763	0.859	28	-1.7812631541362094	-7.139657942187096	0.9183159407047253	2FAC_B	6.0	6.397	2.531	6.5	19.374	4.237	8.328	1
3764	0.993	102	-1.7812890369392742	-7.139838169495521	0.918652638746313	6IPZ_Z	4.6	6.299	0.08	5.0	2.809	3.989	8.592	1
3765	0.493	3	-1.7812890735890006	-7.13983855583005	0.9193770461417574	5CUZ_A	7.5	7.575	0.065	7.5	27.35	5.713	8.508	1
3766	0.461	64	-1.7812890738435	-7.139838558789653	0.9201005418308593	4AEL_B	7.5	7.327	0.004	7.5	35.224	6.003	8.5	1
3767	0.973	65	-1.7812635612471717	-7.139744757307751	0.9212457633383553	5V8Q_A	7.1	7.123	0.242	7.5	16.839	5.993	8.118	1
3768	0.986	19	-1.7811972856231284	-7.13946566953265	0.9230619541500215	6MEL_B	6.5	7.255	0.874	7.39	0.952	5.593	8.428	1
3769	0.956	22	-1.7812188408343868	-7.139668055876702	0.9234606211718857	3QWO_P	8.5	6.083	0.018	4.5	3.883	3.966	8.529	1
3770	0.943	31	-1.7813525399423185	-7.140488242157154	0.9221190930300097	3V3W_A	7.8	7.272	0.063	7.8	2.433	5.473	8.622	1
3771	0.998	15	-1.7813526747637856	-7.140485627110892	0.9228251718070154	2ONI_A	8.0	6.594	0.188	6.0	2.355	5.02	8.99	1
3772	0.984	1	-1.7813526747637856	-7.140485627110892	0.923541778124553	3AGK_A	7.0	6.15	0.137	5.5	34.519	5.153	8.438	1
3773	0.745	3	-1.7813526747637856	-7.140485627110892	0.9242569414724919	4XDX_A	5.6	6.775	0.078	5.6	17.678	5.583	8.498	1
3774	0.484	1	-1.7813526747637856	-7.140485627110892	0.9249706842506984	5DD8_B	7.0	6.9	0.155	7.0	33.425	5.153	8.438	1
3775	0.96	50	-1.7813526748498099	-7.140485628040346	0.9256829885355949	1MDU_E	8.0	6.423	0.006	6.5	15.95	4.592	8.498	1
3776	0.984	5	-1.7811935338559968	-7.1395342576713885	0.9288138213422944	5O37_A	4.0	5.25	0.146	5.0	12.835	4.123	7.468	0
3777	0.995	4	-1.7811935338559968	-7.1395342576713885	0.9295184461776158	7VOI_C	6.0	7.36	0.057	7.5	13.192	5.933	7.658	1
3778	0.99	193	-1.781167419504772	-7.139380711128693	0.930614588868001	4YVP_B	7.3	5.945	0.033	6.0	3.66	4.761	8.709	1
3779	0.883	128	-1.781167419462502	-7.139380710759662	0.9313156169704807	6EO8_L	7.0	7.181	0.011	7.5	19.558	4.699	8.528	1
3780	0.121	7	-1.781167419462502	-7.139380710759662	0.9320152401704012	1KEE_H	7.4	7.325	0.036	7.4	59.79	6.473	7.408	1
3781	0.994	2	-1.781167419462502	-7.139380710759662	0.9327134548525274	2NT4_A	5.5	7.1	0.101	7.5	21.202	5.463	8.128	1
3782	0.894	1786	-1.7812761193935167	-7.140065101990963	0.9317687451598852	4X0K_L	7.5	6.762	0.115	7.5	3.395	4.222	8.749	1
3783	0.996	2	-1.7812761193935167	-7.140065101990963	0.9324674444856261	5IZK_B	8.5	7.333	0.095	7.6	41.0	5.463	8.128	0
3784	0.998	3	-1.7812761193935167	-7.140065101990963	0.9331647328147714	1PY9_A	4.6	7.475	0.068	8.5	13.132	5.713	8.508	0
3785	0.996	3	-1.7811917753941782	-7.139788423601091	0.9353877959289689	2YXX_A	4.5	6.2	0.519	6.03	0.537	4.903	7.898	0
3786	0.585	6	-1.781589526662223	-7.143160173762083	0.9302760952143045	5YJZ_A	8.5	7.543	0.443	8.5	21.661	6.303	8.518	1
3787	0.996	4	-1.781589526662223	-7.143160173762083	0.930977788186343	6RM9_C	5.5	6.76	0.062	6.5	13.28	5.933	7.658	0
3788	0.828	25	-1.7817148124054378	-7.14376060204945	0.9294655662963208	7DKB_B	8.5	8.315	0.183	8.5	9.002	5.651	9.832	1
3789	0.73	25	-1.7817148124054378	-7.14376060204945	0.9301688719662371	6T4S_B	5.1	6.646	0.075	5.1	18.799	5.093	8.508	1
3790	0.914	41	-1.7816837436511122	-7.143590135030884	0.9313375696927948	3RVJ_B	8.25	7.257	0.008	8.4	12.418	4.784	8.398	1
3791	0.946	12	-1.78197464046696	-7.145818716008066	0.9277483750638646	4N53_D	4.5	7.285	0.033	8.5	16.145	4.509	8.498	0
3792	0.922	12	-1.7819746404780827	-7.145818716130367	0.928455125064974	3BXY_A	8.0	6.715	0.024	6.4	11.441	4.299	7.998	0
3793	0.367	41	-1.7820659773455785	-7.146155531250934	0.9275848724057969	5K3F_B	8.5	8.221	0.119	8.5	41.759	6.503	8.765	1
3794	0.866	73	-1.7826326722533068	-7.149931957408918	0.9198183855769549	7CLK_A	6.5	7.124	0.088	6.5	3.743	4.938	8.669	1
3795	0.919	13	-1.782667217304617	-7.1500672815322215	0.9199532982008065	4X7J_A	7.5	6.707	0.095	7.0	24.411	5.523	7.578	1
3796	0.873	7	-1.782667217304617	-7.1500672815322215	0.920675636766872	6WTC_D	5.5	7.375	0.035	8.5	26.486	5.493	8.498	1
3797	1.0	0	-1.782667217304617	-7.1500672815322215	0.920675636766872	6FX6_A	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
3798	1.0	47	-1.7826672172753475	-7.150067281214341	0.9213965292060716	2FR3_A	5.4	6.793	0.006	6.5	9.727	5.489	8.5	0
3799	0.996	1	-1.7826672172753475	-7.150067281214341	0.9221159593657761	2YY6_B	4.6	5.15	0.068	3.5	34.875	3.491	8.438	1
3800	0.97	14	-1.7828130036061418	-7.150574005721191	0.9202331667726006	2P9C_B	6.5	6.353	0.284	6.2	4.998	4.501	8.322	1
3801	0.959	25	-1.7827624384800085	-7.150421325346848	0.9219264779641143	5K0T_C	5.0	6.771	0.332	7.5	2.95	4.981	8.347	1
3802	0.829	5	-1.7827624384800085	-7.150421325346849	0.9226448785369603	4MGR_D	7.5	7.883	0.036	8.0	20.945	6.123	8.508	1
3803	0.985	1	-1.7827624384800085	-7.150421325346849	0.923361845090782	1WK4_C	6.5	7.4	0.14	8.0	35.649	5.153	8.438	1
3804	0.714	90	-1.7827624262246917	-7.1504212792449104	0.9240775775518607	2XIX_A	5.5	6.74	0.006	5.5	20.043	5.483	8.499	1
3805	0.965	5	-1.7828480414019483	-7.150828179107016	0.9234265473028308	1XFJ_A	4.6	5.7	0.299	5.32	0.656	4.426	7.528	1
