iteration	loss	n_p	w_0	w_1	c	ID	y	mean	mean_prob	mode	mode_prob	lb	ub	capture
1332	0.905	18	-3.054636087251817	-2.7898038700542678	0.997950833530402	2YQB_A	6.5	7.179	0.244	7.5	0.922	5.643	9.856	1
1333	0.896	7	-3.0548308776301343	-2.7963452233382857	0.9948610044333109	4IVM_B	10.0	7.413	0.187	10.0	0.538	4.64	10.159	1
1334	0.922	29	-3.054888008654634	-2.797916789880159	0.9976000418501197	3ZWQ_B	8.0	7.303	0.25	8.01	0.391	5.056	9.039	1
1335	0.966	61	-3.054880825463028	-2.797753498074741	1.0036959292597631	3EVG_A	5.0	6.453	0.268	5.8	0.506	4.786	8.655	1
1336	0.73	10	-3.0553803269317896	-2.81430502876818	0.9854732048401592	4OBS_A	7.5	7.318	0.893	7.5	1.403	6.213	8.391	1
1337	0.948	13	-3.055379398339353	-2.814234335542449	0.991410954225803	3GIT_F	7.1	6.379	0.79	6.5	0.907	4.69	7.698	1
1338	0.888	56	-3.055541348212704	-2.818709821937765	0.9884731529788034	7K69_A	6.5	6.23	0.34	6.52	0.574	3.915	8.011	1
1339	0.96	727	-3.05555281137106	-2.8191764189745174	0.9938696244020451	1XBC_A	8.5	6.934	0.282	7.43	0.316	4.55	8.97	1
1340	0.811	72	-3.0558057759853137	-2.8276173695876903	0.9876475436930701	7KVN_B	7.0	6.766	0.609	7.0	0.972	5.453	7.748	1
1341	0.781	20	-3.056131429652685	-2.8382981553957927	0.9779106703946046	7A2B_A	7.0	6.681	0.585	6.98	1.133	5.373	7.458	1
1342	0.584	418	-3.056938941690645	-2.8651901689414077	0.9451091897441734	5P6V_A	4.6	4.649	2.101	4.6	2.184	4.302	4.942	1
1343	0.88	1	-3.057103375839877	-2.8688248052815064	0.941649669822947	5KYX_B	7.5	7.15	0.483	7.48	0.6	5.153	8.508	1
1344	0.759	1	-3.0575585770628084	-2.884014756864594	0.9257168047232577	3CNE_D	8.5	7.65	0.125	8.5	1.264	5.153	8.788	1
1345	0.91	47	-3.0576630316959323	-2.8874522620421543	0.9274972444961821	1OTI_A	6.5	6.835	0.587	7.0	0.866	5.257	9.117	1
1346	0.966	522	-3.057653193320172	-2.887316318479129	0.9355347301152364	3ZDU_A	5.5	6.857	0.344	6.82	0.344	4.873	8.888	1
1347	0.742	1	-3.05811533419438	-2.902742398380127	0.9192370949983928	6RVZ_A	7.5	7.15	0.273	7.5	1.355	5.153	8.438	1
1348	0.955	20	-3.0581834219847086	-2.9048307027624753	0.9226606121611646	3TEX_A	6.5	7.44	0.444	8.45	0.557	5.453	8.836	1
1349	0.887	3	-3.0583165221141173	-2.909240682495293	0.9230373787141222	1LTQ_A	6.5	6.375	0.309	6.6	0.69	4.416	7.928	1
1350	0.893	66	-3.0583425459974274	-2.910154510832614	0.9288748017265187	3MJX_A	7.4	7.138	0.669	7.0	0.813	5.659	8.514	1
1351	0.8	11	-3.0585132950911857	-2.915833918209983	0.9272784807939399	5UTE_B	8.0	7.217	0.157	7.87	1.227	4.703	8.168	1
1352	0.635	3	-3.059218836002838	-2.939300857133238	0.8985805941254704	4HJ1_D	6.2	6.35	1.277	6.2	1.93	5.703	7.878	1
1353	0.958	2	-3.059200913450302	-2.938561935685599	0.906804919977659	2PCE_H	7.5	7.333	0.265	7.0	1.038	5.463	9.161	1
1354	0.955	5	-3.0592165697855225	-2.9385545374824136	0.9127844619518133	3T95_A	6.5	7.633	0.052	8.5	0.915	5.853	8.806	1
1355	1.0	0	-3.0592165697855225	-2.9385545374824136	0.9127844619518133	6N5O_A	7.4	6.8	0.311	6.8	0.311	4.693	8.908	1
1356	0.724	10	-3.0597633421445947	-2.9560948696792355	0.8914651030518476	3TD6_A	7.5	6.973	0.103	7.5	1.454	4.239	7.818	1
1357	0.933	7	-3.0597868381121	-2.956527290597955	0.8976676925386048	1F42_A	6.5	6.913	0.487	7.77	0.561	5.613	8.008	1
1358	0.912	256	-3.0599476554475493	-2.9617640042193534	0.8968651686269249	3T13_B	7.0	7.457	0.284	8.01	0.727	5.873	9.073	1
1359	0.921	439	-3.059990050767998	-2.963027746495534	0.9022672923830638	3KT5_A	6.2	5.729	0.357	5.47	0.538	4.373	7.459	1
1360	0.816	2	-3.0603268458233335	-2.9743000811885505	0.8923399023405618	4Q2M_A	7.5	6.433	0.1	7.5	0.977	4.685	8.128	1
1361	1.0	0	-3.0603268458233335	-2.9743000811885505	0.8923399023405618	4UM2_A	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1362	0.959	2	-3.060340802820425	-2.9744091376946282	0.8979056720098648	4PEQ_D	7.5	5.767	0.138	3.5	0.466	3.196	8.548	1
1363	0.927	18	-3.0604361837320546	-2.9775742822613953	0.9004959585206225	5VNS_A	6.5	5.784	0.225	4.52	0.685	4.374	7.558	1
1364	0.879	68	-3.0605845612093794	-2.982701783320979	0.9006424001618414	5QC2_B	4.5	5.467	0.162	4.53	0.641	3.639	7.752	1
1365	0.948	937	-3.060598872224066	-2.982846836488902	0.9066522539858345	6SD9_A	8.0	7.028	0.299	7.51	0.32	4.7	9.07	1
1366	1.0	0	-3.060598872224066	-2.982846836488902	0.9066522539858345	3R90_L	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1367	0.983	1	-3.060598872224066	-2.982846836488902	0.9141416319085537	4J6E_A	8.25	6.25	0.143	5.7	1.445	5.153	8.438	1
1368	0.778	30	-3.061017432151898	-2.996158367811807	0.8995063553277896	1W8F_D	8.5	7.506	0.19	8.5	1.166	3.806	8.744	1
1369	0.657	17	-3.0615605294154715	-3.014220236190136	0.8787350208400203	6MYP_D	7.5	7.35	1.421	7.48	1.827	6.793	7.748	1
1370	0.723	3	-3.0620959661654785	-3.0321636870047053	0.8582354340594356	7EP0_B	6.5	6.825	0.178	6.5	1.489	5.713	7.888	1
1371	0.875	19	-3.062350998832243	-3.039758113158258	0.852181621981072	4DU0_D	7.5	6.965	0.041	7.5	0.653	4.581	8.618	1
1372	0.988	4	-3.0623509981727204	-3.039758096181577	0.8607605964562309	2FCA_B	7.0	5.66	0.317	5.01	1.271	4.813	7.658	1
1373	0.915	195	-3.062417990314819	-3.041542123860318	0.8647151613644324	3DJ7_A	7.0	7.225	0.521	7.45	0.78	4.75	8.828	1
1374	0.963	1616	-3.0624414427867874	-3.0422780016023894	0.8717767022284044	6PZG_L	5.6	6.756	0.224	7.49	0.354	4.174	8.984	1
1375	0.758	35	-3.0624645897045144	-3.0430923404960155	0.8787363810694624	6XJR_C	6.4	6.792	0.647	6.57	1.978	6.173	8.712	1
1376	0.972	6	-3.062425851831755	-3.042447079661726	0.8899553441291272	3GUX_B	7.1	7.257	0.176	8.07	0.339	5.033	9.335	1
1377	0.853	61	-3.0627064434260944	-3.0517384257322653	0.8828971048903066	4PSV_A	5.8	6.64	0.295	6.94	0.956	5.541	7.688	1
1378	0.99	310	-3.062703806248315	-3.0516629062529304	0.8910060020294026	7NDQ_EEE	9.0	6.819	0.268	6.45	0.407	4.784	8.666	0
1379	0.955	1	-3.062477359703383	-3.0441788794771902	0.9107607032091747	6V3W_A	4.0	5.55	0.097	4.3	1.392	4.09	8.438	0
1380	0.877	8	-3.062684430205708	-3.0511519032395475	0.9075339533391112	4YDX_A	6.0	6.644	0.792	6.5	1.283	5.823	8.078	1
1381	0.904	52	-3.0626897330895093	-3.051297756129792	0.9146933993600287	5KOQ_B	7.6	6.06	0.02	4.53	0.827	3.742	8.078	1
1382	0.98	1	-3.0626897330895093	-3.051297756129792	0.9220220004147087	5MUA_B	5.6	6.9	1.243	7.0	1.536	5.153	8.438	1
1383	0.747	8	-3.0631300139999134	-3.0660015579959152	0.9068598438057	3Q1E_D	7.5	7.033	0.209	7.5	1.346	5.413	7.988	1
1384	0.929	4	-3.0631590935209254	-3.0663187856605325	0.9107800007605178	2CTZ_B	6.0	5.94	0.364	5.56	0.399	4.312	7.988	1
1385	0.956	32	-3.063193464991275	-3.067724056851945	0.9167757007752556	6XZE_B	7.0	7.915	0.069	8.98	0.807	5.653	9.237	1
1386	0.975	15	-3.0632115567288962	-3.06811572745755	0.9231481368442288	2EF4_A	5.5	7.275	0.366	7.97	0.462	5.249	8.949	1
1387	0.963	6	-3.063204318195182	-3.0679357705918884	0.9305359272202438	3TOX_I	8.5	7.171	0.343	7.45	0.359	5.233	8.985	1
1388	0.987	11	-3.0632076929768326	-3.067983527496801	0.9372652709795439	4P10_A	9.0	6.871	0.187	6.03	0.82	5.679	8.944	0
1389	0.928	54	-3.063267617319029	-3.069964056835179	0.9411320477282331	4EF5_A	6.5	7.316	0.184	8.49	0.703	4.939	8.628	1
1390	0.575	5	-3.0640858270464495	-3.097390883415377	0.9072214857628688	4OEO_C	4.6	4.967	0.117	4.6	2.282	4.358	7.468	1
1391	0.988	7	-3.064040002852783	-3.0961807196384457	0.9174870596097975	4Z0M_C	4.6	6.75	0.291	7.04	0.355	4.13	9.331	1
1392	0.944	17	-3.0640456066885386	-3.0962417650360146	0.9243142485290841	1M2O_D	6.5	6.483	0.276	6.79	0.287	4.371	8.687	1
1393	0.851	3	-3.0642932828213323	-3.1048322292358073	0.9195220713352392	3BGT_D	7.7	6.513	0.185	7.7	0.797	4.833	7.998	1
1394	0.771	8	-3.0645811772702434	-3.1145621208901875	0.9121311721085732	3CJ1_A	7.2	6.222	0.031	7.27	1.311	3.704	7.628	1
1395	1.0	0	-3.0645811772702434	-3.1145621208901875	0.9121311721085732	4Y7S_C	7.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1396	0.765	14	-3.065008657006359	-3.128798203295084	0.897118633663911	4HLT_A	6.5	6.88	0.119	6.5	1.265	5.433	8.27	1
1397	0.931	8	-3.065110644764967	-3.1322505544357244	0.8994921055655696	1NI4_D	7.0	6.756	0.4	6.5	2.058	6.223	8.068	1
1398	0.799	41	-3.0654496921859167	-3.1434870083722255	0.8892877190826972	3TD8_A	6.0	6.829	0.237	6.0	1.077	5.733	8.86	1
1399	0.562	4	-3.0663012220388812	-3.1716218525103024	0.8521233408230436	5C31_L	7.0	6.96	2.274	7.0	2.368	5.933	7.658	1
1400	0.979	2	-3.0662995150821586	-3.171586395604295	0.8608206077157812	1YF9_C	7.0	6.933	0.104	8.49	0.439	4.933	8.922	1
1401	0.849	14	-3.066453701127751	-3.176734277354118	0.8608343761716976	5PAB_L	8.4	7.287	0.116	6.0	1.305	5.823	8.932	1
1402	0.942	15	-3.066504336115284	-3.1789425900571198	0.8678827044551608	6CAN_B	9.0	7.409	0.347	7.47	0.348	5.252	9.174	1
1403	0.776	2	-3.0668783086115057	-3.1919042249723337	0.8568849154427094	5Y78_B	6.0	6.7	0.221	6.0	1.224	5.363	8.628	1
1404	0.968	8	-3.0668962911786655	-3.191933844172163	0.8624426270384664	6SQZ_D	8.0	7.361	0.733	7.5	1.247	4.953	8.912	1
1405	0.946	1631	-3.066938217740445	-3.1931425364618886	0.8683297657252634	1GPO_M	6.5	6.776	0.239	7.48	0.319	4.191	8.986	1
1406	0.92	347	-3.0670509765165845	-3.1969696984025573	0.8705385968257847	1WRD_B	6.5	6.758	0.184	7.5	0.507	4.35	8.67	1
1407	0.973	1	-3.0670509765134546	-3.196969698301342	0.8787503603469394	1QUU_A	7.5	7.65	0.125	8.5	1.492	5.153	8.748	1
1408	0.92	30	-3.0671371166228183	-3.200323174151798	0.8832800302459594	1QCI_B	8.0	6.771	0.353	6.5	0.451	5.138	8.257	1
1409	0.936	6	-3.0670000240327093	-3.195466240131464	0.8978001355001876	5NH1_A	7.25	6.471	0.195	7.0	1.088	4.918	7.988	1
1410	0.788	3	-3.06718087069091	-3.2016803908673412	0.8961751623899602	5TSA_A	7.3	6.55	0.085	7.39	1.217	3.848	7.878	1
1411	0.952	35	-3.067265142722986	-3.2044814098291217	0.8994636033485043	2G9T_X	6.5	7.056	0.163	7.5	1.139	5.062	8.85	1
1412	0.955	71	-3.067291984520537	-3.2054049763268457	0.9057399443112959	4U81_A	6.9	7.29	0.163	6.46	0.521	5.079	8.944	1
1413	0.95	69	-3.067302339487474	-3.2055483242412133	0.9122670512051314	5T2V_A	7.5	7.19	0.251	7.29	0.251	4.551	9.516	1
1414	0.951	23	-3.067320143317553	-3.2058006911036805	0.9181724123733966	6NBU_A	7.0	7.192	0.246	7.49	0.354	4.629	9.69	1
1415	0.999	29	-3.067320128576167	-3.2058002560406766	0.9254322144439788	6CT3_A	5.6	7.57	0.456	8.5	1.068	4.317	8.648	1
1416	0.868	283	-3.0674531650934584	-3.210208611592717	0.9257089650764563	6I0C_A	6.5	6.523	0.686	6.51	0.689	4.72	8.069	1
1417	0.951	5	-3.0674729849892963	-3.210407333662284	0.9304699481165608	3RY7_A	5.6	6.633	0.311	6.5	0.312	4.66	8.659	1
1418	0.894	5	-3.0675963151207166	-3.2133292241566154	0.9303710402500794	4ZJH_A	5.0	6.583	0.051	5.1	0.55	4.542	9.084	1
1419	0.943	24	-3.0676142495793175	-3.2135888869115266	0.9358735418040777	6U5L_A	7.25	7.64	0.29	7.68	0.29	5.733	9.641	1
1420	0.984	90	-3.0676332480730606	-3.2142189615162557	0.9418137359294408	2HX9_B	4.0	6.418	0.07	7.02	0.503	3.966	8.464	1
1421	0.921	8	-3.0677406444261286	-3.217843343125404	0.9431703340129899	7KAW_C	6.0	6.9	0.132	6.5	1.122	5.723	8.378	1
1422	0.796	5	-3.068042784719989	-3.228369351694334	0.9351842891938116	1IWL_A	6.5	6.533	1.079	6.51	1.099	4.317	8.128	1
1423	0.53	100	-3.0689207189412033	-3.257986561003005	0.8982485678443185	4JQJ_A	6.0	5.997	2.569	6.0	2.569	4.897	6.888	1
1424	0.693	24	-3.0695000746327747	-3.277550675817524	0.8757854828439664	1YJL_A	8.5	7.112	0.012	8.5	1.689	5.343	8.658	1
1425	0.624	2	-3.0700134771489456	-3.2950344910853495	0.8565728404691451	1UX5_A	7.5	7.3	0.396	7.55	2.182	5.463	8.128	1
1426	1.0	0	-3.0700134771489456	-3.2950344910853495	0.8565728404691451	4OO3_A	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1427	0.917	784	-3.0700978564261834	-3.2972686806084046	0.8597703098889835	3TT0_B	7.5	6.917	0.253	7.5	0.427	4.62	8.819	1
1428	0.984	112	-3.0701075198815637	-3.2977666896883724	0.8681890881184372	3C4W_B	4.35	7.143	0.286	6.28	0.319	4.846	9.157	0
1429	0.977	83	-3.07013421929883	-3.2987229735053667	0.8752192310980959	1DX5_P	4.6	7.094	0.146	7.46	0.526	4.686	8.772	0
1430	0.913	30	-3.070117423566576	-3.2985015793483594	0.8845634627821303	6FWJ_A	6.9	6.71	0.376	7.39	1.0	4.822	7.888	1
1431	0.667	1	-3.070692852224414	-3.3180646691145848	0.8621655137974039	5WZ4_B	7.5	7.15	0.169	7.5	1.849	5.153	8.438	1
1432	0.519	19	-3.0715861620295777	-3.3480263449487278	0.8219219079098661	5VRK_B	8.0	7.965	2.556	8.0	2.676	6.973	8.788	1
1433	0.993	3	-3.071558592859648	-3.347512171058366	0.8331693222168565	4LMW_A	4.6	6.475	0.446	6.72	0.476	5.063	7.938	0
1434	0.9	68	-3.0717210166150974	-3.3529831267777968	0.8329825431274275	3B0W_B	7.5	7.282	0.162	7.0	0.62	5.403	8.66	1
1435	0.98	1	-3.0717209873122817	-3.3529821255215215	0.8419469997770023	4I7H_B	8.0	7.7	0.122	8.6	1.963	5.153	8.778	1
1436	1.0	0	-3.0717209873122817	-3.3529821255215215	0.8419469997770023	3QV2_A	6.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1437	0.721	6	-3.072242160948794	-3.3704721840804197	0.8217788688887059	6BBI_C	6.5	7.186	0.056	6.5	1.574	6.223	9.053	1
1438	1.0	0	-3.072242160948794	-3.3704721840804197	0.8217788688887059	3PU9_B	9.5	6.8	0.311	6.8	0.311	4.693	8.907	0
1439	0.805	18	-3.072538791268799	-3.380627668082643	0.8141605627646722	5J89_D	8.5	7.126	0.035	8.47	1.124	5.113	8.578	1
1440	0.779	48	-3.0729542819048423	-3.3947456626614803	0.7996991571338269	3B36_A	7.5	7.551	1.128	7.5	1.276	5.912	8.617	1
1441	0.969	46	-3.073003293508953	-3.3964429499075415	0.8064849542492305	6LRZ_A	5.0	6.238	0.022	5.6	1.726	4.619	7.728	1
1442	0.539	15	-3.073762039135933	-3.419516264411918	0.7707051979264588	1BCC_J	6.7	6.746	2.608	6.75	2.61	6.443	7.018	1
1443	0.33	12	-3.074998127854803	-3.4618441646175353	0.7062241409715536	1F5F_A	7.5	7.446	3.375	7.5	3.989	7.223	7.668	1
1444	0.883	26	-3.0751980739701166	-3.4688823175031356	0.7048067279128845	3C8Y_A	4.6	5.915	1.624	6.0	2.705	4.556	6.998	1
1445	0.726	45	-3.0756229862710778	-3.483528789411425	0.6882890740809312	6BUW_YZ	7.0	7.095	1.026	7.01	1.678	6.273	7.678	1
1446	0.518	16	-3.076436660099698	-3.5117396923818283	0.645547820535229	3T63_O	8.5	8.106	0.042	8.5	3.018	6.433	9.091	1
1447	1.0	0	-3.076436660099698	-3.5117396923818283	0.645547820535229	4YBN_B	3.5	6.8	0.311	6.8	0.311	4.693	8.908	0
1448	0.971	48	-3.0765007635044874	-3.5134731519868225	0.6531373285314374	5K6C_F	7.5	7.969	0.017	9.5	2.946	4.501	9.598	1
1449	0.651	52	-3.0770714801919072	-3.533279127324244	0.6251359425343678	5ISE_D	8.0	7.715	0.019	8.0	2.302	6.883	8.538	1
1450	0.678	31	-3.077359250429049	-3.54279663998708	0.615629106696322	1JNQ_A	5.3	5.588	1.144	5.32	1.925	5.081	6.798	1
1451	0.915	48	-3.077494846399267	-3.547222701915537	0.6184945173024364	1DPZ_B	4.8	7.033	0.29	7.54	0.88	4.765	9.002	1
1452	0.922	72	-3.0774408832526614	-3.545809191650731	0.6360830241909738	3BAT_D	7.2	6.833	0.242	6.98	0.501	4.497	8.748	1
1453	1.0	0	-3.0774408832526614	-3.545809191650731	0.6360830241909738	5TSZ_C	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1454	0.958	12	-3.0773427172348513	-3.544068826364518	0.6585553717247502	2DYK_B	6.0	7.315	0.234	6.51	0.562	5.973	9.831	1
1455	0.996	9	-3.077322031876877	-3.5438595689665555	0.6741291158772578	3CZ7_A	4.4	6.74	0.164	8.5	1.12	5.123	8.558	0
1456	0.899	99	-3.077438589221577	-3.5477928253949877	0.67807160792433	4KTH_F	7.0	7.391	0.388	7.5	0.724	5.37	8.817	1
1457	0.858	23	-3.077648659231528	-3.555436901534515	0.6767218038524292	4YTR_D	4.6	6.767	0.106	7.5	1.055	4.55	8.597	1
1458	0.976	439	-3.077674503489929	-3.5562257936074047	0.6869513651233495	1MRX_B	7.0	5.728	0.177	5.49	0.83	4.413	7.445	1
1459	1.0	0	-3.077674503489929	-3.5562257936074047	0.6869513651233495	6PXB_F	8.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1460	0.987	22	-3.07767954693783	-3.5562948433458224	0.6982807270797482	7DUU_D	8.5	5.839	0.106	5.0	1.186	4.549	8.255	0
1461	0.733	48	-3.0781215340890933	-3.571562498456051	0.680489197562055	1SOA_A	7.5	7.551	1.374	7.5	1.721	5.932	8.585	1
1462	0.868	33	-3.078321932381317	-3.578455964599442	0.6787474814770457	5MYG_D	5.5	6.776	0.19	6.5	1.417	4.909	8.989	1
1463	0.929	589	-3.0783164838879817	-3.578173827906628	0.6910433681522665	2HL4_A	8.4	7.945	1.102	7.8	1.796	6.079	9.027	1
1464	0.987	1	-3.0783164838879817	-3.578173827906628	0.7028448689498283	1UII_B	8.5	7.15	0.15	7.5	2.495	5.153	8.438	0
1465	0.78	6	-3.078360324456385	-3.579689044689635	0.7115081740709126	3TJA_D	5.6	5.686	0.139	5.5	2.296	4.913	7.288	1
1466	0.698	10	-3.078828391770532	-3.596174718669148	0.6930109161714959	4NAA_D	9.2	7.964	0.098	9.2	1.949	5.913	9.284	1
1467	0.964	278	-3.0788281842936907	-3.596312967033119	0.7049626606133009	4CMU_A	5.5	6.921	0.285	8.5	0.411	4.516	8.604	1
1468	0.975	155	-3.0788514766069	-3.5970300211395707	0.7148150958150705	3ES3_A	4.6	7.426	0.363	9.0	0.539	4.624	9.11	0
1469	0.979	1	-3.0788053781862827	-3.5954302448419697	0.7291400241146553	4F3N_A	5.5	6.3	0.144	5.8	2.777	5.153	8.438	1
1470	1.0	0	-3.0788053781862827	-3.5954302448419697	0.7291400241146553	5IMU_A	5.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1471	0.372	3	-3.0797760522192013	-3.6292351318865204	0.6783181308400646	1DW1_C	7.0	6.95	3.259	7.0	4.033	5.713	7.878	1
1472	0.415	2	-3.080619830905507	-3.658651361211167	0.632562131859099	4AD7_D	8.0	7.6	0.085	8.0	3.93	5.463	8.178	1
1473	0.981	1	-3.080619830905507	-3.658651361211167	0.6455333408465882	6G7C_J	5.5	6.9	1.181	7.0	3.016	5.153	8.438	1
1474	0.818	4	-3.080871399388858	-3.667375288707071	0.6401105239733771	3RB7_G	5.5	6.56	0.808	5.5	1.254	5.413	8.098	1
1475	0.938	222	-3.0808930515789417	-3.667601675690276	0.6496517373045086	7DP5_A	7.5	7.152	0.29	8.0	0.373	4.435	9.01	1
1476	0.916	36	-3.080956432772366	-3.6695192106325316	0.6584449651530724	2IB7_D	6.5	5.986	0.467	6.0	0.469	4.287	8.203	1
1477	0.983	1	-3.0808234530264578	-3.665373548646418	0.680506595492927	1DAB_A	8.8	7.65	0.125	8.5	2.225	5.153	8.668	0
1478	0.916	9	-3.080967232483041	-3.670099031566386	0.6825838458936058	6NCN_A	6.5	5.87	0.461	5.6	3.446	5.483	6.798	1
1479	0.948	354	-3.081002136800473	-3.6713046554123676	0.6921539898726461	7LZV_B	8.0	6.69	0.168	6.5	1.209	4.997	8.522	1
1480	0.963	318	-3.0810194898378147	-3.6718646915808515	0.7027794844344334	6AM5_E	8.1	6.82	0.144	6.5	0.56	4.868	8.614	1
1481	0.176	418	-3.0821992919672043	-3.7130980355742595	0.6363018916849503	4YD4_A	4.6	4.649	4.324	4.6	5.569	4.48	4.738	1
1482	0.841	16	-3.0823917836888173	-3.7167939832018373	0.6329756310276683	1AF0_A	6.5	6.565	0.789	6.31	1.235	4.824	7.888	1
1483	0.719	8	-3.0826608619717617	-3.7253289709370128	0.6251916566980728	2QJ1_A	7.25	7.206	1.174	7.28	1.838	5.943	7.928	1
1484	0.923	152	-3.0827748201137974	-3.727948352602294	0.6286802712739461	2I5P_P	7.5	6.967	0.297	7.48	0.394	4.54	8.716	1
1485	0.993	11	-3.082751268746009	-3.727602843119925	0.6443379699130724	4DI0_B	7.0	5.817	0.6	5.5	0.763	4.783	8.068	1
1486	0.953	669	-3.082820076127131	-3.7293892365504133	0.6516727825708873	3DUR_D	8.5	6.703	0.238	6.5	0.324	4.293	8.694	1
1487	0.202	17	-3.0838396690950973	-3.765047988347754	0.5914928270613482	3WVE_B	7.5	7.517	5.531	7.5	5.734	7.363	8.438	1
1488	0.997	17	-3.0838396690950893	-3.76504798834748	0.6052855058084957	3PLY_D	7.5	5.556	2.471	5.5	3.564	4.283	7.958	1
1489	1.0	0	-3.0838396690950893	-3.76504798834748	0.6052855058084957	5T9P_D	5.25	6.8	0.311	6.8	0.311	4.693	8.908	1
1490	0.781	16	-3.0840825477346026	-3.7736737232795714	0.60036915045996	4M9T_A	5.5	6.959	0.302	5.5	1.645	5.443	8.555	1
1491	0.965	2	-3.0838901880946894	-3.767056938546284	0.6289359909763133	6ATH_C	7.2	6.267	0.095	7.0	2.361	4.893	8.128	1
1492	1.0	0	-3.0838901880946894	-3.767056938546284	0.6289359909763133	4O9D_B	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1493	0.63	4	-3.084340229919418	-3.7826516219928186	0.6086319040389827	3SJA_J	8.0	7.5	1.404	8.0	2.681	5.933	8.098	1
1494	0.846	498	-3.084422429107864	-3.7860444230147277	0.6162494333873358	3MH2_A	6.0	6.748	0.234	5.99	1.026	5.632	7.822	1
1495	0.981	2	-3.0844072134306013	-3.785524541402537	0.6307006689202055	7MO5_B	6.2	6.6	1.248	6.5	4.435	5.463	8.128	1
1496	0.508	18	-3.0849553113387738	-3.804683919921864	0.6029427596174116	6JAR_A	6.4	6.126	0.045	6.4	3.682	4.866	7.638	1
1497	0.943	4	-3.0849560308162545	-3.804182663406862	0.6143180006092267	1G5Z_A	7.0	7.26	0.41	6.51	0.773	5.903	8.743	1
1498	0.933	39	-3.084938441041255	-3.8038911735244065	0.6290919304959234	1DDI_A	7.5	6.895	0.55	6.95	0.553	5.097	8.647	1
1499	0.708	61	-3.085238290199159	-3.814460435434521	0.6203709441822989	3FPS_A	6.1	6.613	0.187	6.8	2.778	5.732	7.955	1
1500	0.93	589	-3.0852323663003665	-3.81413165378744	0.6338813603563911	2HL4_A	8.4	7.945	1.012	7.8	2.242	6.063	9.02	1
1501	0.618	4	-3.085623909918729	-3.8279319844445094	0.6181075567809498	4IF6_B	7.4	7.32	1.091	7.4	2.892	5.913	8.668	1
1502	0.846	23	-3.085696154528727	-3.831325973868724	0.6274430084996296	3VNM_D	8.2	6.617	0.125	8.2	1.107	4.278	8.248	1
1503	0.393	26	-3.0863098232034063	-3.852607522699726	0.5947417131419087	2ZSD_A	6.5	6.852	0.083	6.5	4.7	6.163	8.607	1
1504	0.854	31	-3.0864207707732265	-3.8560773271430953	0.5995868070470622	5CHK_A	4.5	5.9	0.158	6.5	1.408	4.037	8.45	1
1505	0.572	8	-3.086776333855412	-3.868677298681835	0.5856615188555337	1FWK_D	8.0	6.833	0.085	8.0	3.494	4.841	8.068	1
1506	1.0	0	-3.086776333855412	-3.868677298681835	0.5856615188555337	1FR3_L	8.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1507	0.922	164	-3.0868601354400242	-3.8709465451391756	0.5919268254276523	1YOJ_B	7.5	6.852	0.159	6.5	1.364	4.543	8.435	1
1508	0.97	1	-3.0868601354400242	-3.8709465451391756	0.6057108520280554	6VC5_A	6.5	5.6	0.1	4.4	1.749	4.229	8.438	1
1509	0.668	2	-3.087128462324569	-3.8804548364704283	0.5986194426798009	4DWO_A	7.8	6.4	0.099	7.8	2.679	4.536	8.128	1
1510	0.775	12	-3.087250571885817	-3.8847803316409446	0.6027819799317353	2QZP_B	4.6	5.412	0.276	5.0	2.444	4.467	7.998	1
1511	0.804	4	-3.087435774495672	-3.8912093937408274	0.6020137935012801	6DS2_H	8.0	6.22	0.056	6.5	1.649	4.154	8.068	1
1512	0.277	7	-3.0880165940552833	-3.9117770040504527	0.570714313309826	6D6O_D	7.3	7.025	0.038	7.3	5.982	5.563	7.408	1
1513	0.168	89	-3.0886766889564896	-3.9343236839777918	0.5306051128207288	6PIV_A	6.5	6.546	4.567	6.5	7.015	6.273	6.826	1
1514	1.0	0	-3.0886766889564896	-3.9343236839777918	0.5306051128207288	7JW6_A	7.0	6.8	0.311	6.8	0.311	4.693	8.908	1
1515	0.942	35	-3.0886683023912798	-3.9345292908889773	0.5474282256801601	1DKH_A	6.5	6.99	0.187	8.0	0.938	3.665	10.396	1
1516	0.969	16	-3.0886989182059734	-3.9349020161883894	0.5577273531100998	1VL8_B	4.2	6.585	0.218	7.02	0.258	4.093	9.129	1
1517	1.0	0	-3.0886989182059734	-3.9349020161883894	0.5577273531100998	6OZU_B	6.5	6.8	0.311	6.8	0.311	4.693	8.908	1
1518	0.988	7	-3.0886459343264034	-3.9338733319609966	0.5775341236450302	5CY4_F	6.5	7.213	0.577	7.4	0.672	4.513	8.686	1
1519	1.0	0	-3.0886459343264034	-3.9338733319609966	0.5775341236450302	6TP9_K	6.3	6.8	0.311	6.8	0.311	4.693	8.908	1
